567;477
568;221
569;15
570;158
571;20
572;307
573;402
574;425
575;524
576;165
577;195
578;168
579;188
580;133
581;486
582;518
583;113
584;5
585;35
586;47
587;74
588;449
589;498
590;17
591;463
592;520
593;70
594;329
595;195
596;340
597;245
598;579
599;90
600;506
601;594
602;295
603;235
604;114
605;591
606;579
607;108
608;558
609;543
610;321
611;209
612;341
613;207
614;371
615;181
616;27
617;449
618;205
619;504
620;171
621;378
622;186
623;110
624;279
625;15
626;212
627;268
628;85
629;204
630;156
631;625
632;453
633;117
634;378
635;312
636;277
637;496
638;622
639;515
640;405
641;68
642;504
643;273
644;470
645;25
646;418
647;544
648;542
649;205
650;250
651;276
652;111
653;347
654;9
655;384
656;371
657;651
658;272
659;199
660;40
661;65
662;191
663;147
664;358
665;636
666;432
667;185
668;621
669;164
670;264
671;44
672;374
673;116
674;527
675;659
676;430
677;598
678;32
679;96
680;316
681;381
682;305
683;629
684;111
685;28
686;314
687;227
688;410
689;687
690;432
691;510
692;621
693;562
694;523
695;328
696;64
697;238
698;61
699;171
700;95
701;593
702;461
703;647
704;379
705;274
706;189
707;452
708;521
709;250
710;31
711;476
712;51
713;96
714;505
715;626
716;474
717;61
718;176
719;260
720;313
721;563
722;661
723;185
724;420
725;116
726;189
727;523
728;196
729;268
730;511
731;595
732;221
733;34
734;681
735;719
736;427
737;589
738;88
739;416
740;667
741;439
742;208
743;380
744;477
745;430
746;261
747;523
748;680
749;526
750;330
751;576
752;46
753;434
754;87
755;475
756;382
757;80
758;437
759;439
760;640
761;369
762;446
763;243
764;377
765;208
766;55
767;117
768;409
769;347
770;239
771;237
772;611
773;317
774;644
775;64
776;198
777;715
778;506
779;351
780;600
781;13
782;552
783;512
784;762
785;677
786;553
787;692
788;676
789;115
790;642
791;582
792;460
793;605
794;593
795;778
796;764
797;639
798;287
799;391
800;778
801;313
802;471
803;391
804;790
805;746
806;752
807;568
808;683
809;729
810;450
811;577
812;443
813;471
814;121
815;17
816;137
817;311
818;505
819;681
820;357
821;162
822;548
823;60
824;136
825;149
826;179
827;439
828;142
829;265
830;613
831;683
832;193
833;558
834;82
835;472
836;283
837;201
838;770
839;617
840;459
841;295
842;139
843;543
844;192
845;648
846;114
847;340
848;304
849;501
850;270
851;609
852;640
853;796
854;377
855;717
856;344
857;780
858;13
859;307
860;283
861;636
862;240
863;739
864;45
865;758
866;382
867;210
868;539
869;76
870;455
871;143
872;848
873;548
874;847
875;810
876;680
877;588
878;732
879;400
880;276
881;284
882;551
883;817
884;496
885;672
886;174
887;468
888;342
889;482
890;527
891;506
892;832
893;480
894;850
895;810
896;66
897;478
898;331
899;160
900;234
901;60
902;746
903;735
904;687
905;808
906;906
907;301
908;881
909;857
910;113
911;256
912;340
913;19
914;414
915;234
916;286
917;51
918;288
919;624
920;801
921;423
922;754
923;149
924;236
925;313
926;767
927;450
928;543
929;828
930;98
931;19
932;552
933;153
934;244
935;680
936;566
937;339
938;678
939;456
940;99
941;5
942;272
943;284
944;157
945;923
946;418
947;479
948;31
949;413
950;302
951;32
952;928
953;689
954;936
955;170
956;749
957;255
958;390
959;577
960;53
961;73
962;852
963;536
964;954
965;99
966;814
967;596
968;205
969;659
970;775
971;21
972;707
973;746
974;107
975;951
976;252
977;393
978;746
979;34
980;514
981;551
982;549
983;351
984;62
985;242
986;486
987;521
988;536
989;426
990;714
991;296
992;125
993;180
994;847
995;639
996;157
997;525
998;989
999;422
1000;342
1001;206
1002;773
1003;743
1004;393
1005;959
1006;853
1007;556
1008;457
1009;241
1010;984
1011;643
1012;451
1013;4
1014;67
1015;296
1016;93
1017;138
1018;168
1019;185
1020;883
1021;529
1022;664
1023;459
1024;660
1025;39
1026;338
1027;124
1028;604
1029;620
1030;660
1031;659
1032;102
1033;35
1034;49
1035;809
1036;63
1037;184
1038;718
1039;301
1040;281
1041;427
1042;904
1043;182
1044;769
1045;109
1046;658
1047;766
1048;477
1049;638
1050;539
1051;574
1052;990
1053;418
1054;76
1055;744
1056;780
1057;604
1058;946
1059;1001
1060;162
1061;613
1062;5
1063;1044
1064;751
1065;468
1066;1034
1067;213
1068;951
1069;503
1070;104
1071;639
1072;71
1073;251
1074;875
1075;158
1076;661
1077;1077
1078;907
1079;808
1080;97
1081;577
1082;101
1083;433
1084;441
1085;88
1086;688
1087;22
1088;950
1089;497
1090;884
1091;321
1092;191
1093;482
1094;227
1095;286
1096;664
1097;12
1098;432
1099;954
1100;275
1101;504
1102;915
1103;323
1104;710
1105;828
1106;514
1107;43
1108;244
1109;1097
1110;109
1111;910
1112;305
1113;766
1114;546
1115;1096
1116;152
1117;154
1118;896
1119;314
1120;178
1121;363
1122;588
1123;522
1124;879
1125;36
1126;64
1127;48
1128;94
1129;38
1130;895
1131;414
1132;1049
1133;969
1134;139
1135;1036
1136;1119
1137;478
1138;828
1139;459
1140;1072
1141;123
1142;760
1143;338
1144;936
1145;280
1146;251
1147;697
1148;874
1149;803
1150;192
1151;781
1152;37
1153;178
1154;1151
1155;7
1156;152
1157;91
1158;16
1159;965
1160;292
1161;339
1162;889
1163;821
1164;945
1165;179
1166;1009
1167;185
1168;929
1169;873
1170;613
1171;723
1172;906
1173;1066
1174;1122
1175;870
1176;450
1177;920
1178;1088
1179;1110
1180;21
1181;558
1182;1124
1183;281
1184;877
1185;941
1186;593
1187;219
1188;679
1189;153
1190;708
1191;1083
1192;36
1193;837
1194;299
1195;205
1196;921
1197;374
1198;748
1199;1184
1200;802
1201;29
1202;249
1203;279
1204;783
1205;1049
1206;861
1207;748
1208;29
1209;1084
1210;746
1211;1019
1212;853
1213;878
1214;231
1215;934
1216;661
1217;38
1218;1082
1219;68
1220;1082
1221;322
1222;865
1223;950
1224;429
1225;291
1226;697
1227;282
1228;1209
1229;236
1230;330
1231;658
1232;857
1233;39
1234;815
1235;846
1236;787
1237;304
1238;186
1239;1067
1240;951
1241;785
1242;249
1243;550
1244;146
1245;66
1246;201
1247;1183
1248;962
1249;422
1250;754
1251;359
1252;383
1253;1125
1254;843
1255;913
1256;717
1257;757
1258;279
1259;821
1260;427
1261;283
1262;314
1263;505
1264;677
1265;296
1266;74
1267;1177
1268;542
1269;830
1270;998
1271;544
1272;1169
1273;1146
1274;473
1275;901
1276;618
1277;436
1278;121
1279;467
1280;620
1281;801
1282;946
1283;707
1284;1068
1285;165
1286;684
1287;784
1288;1227
1289;1010
1290;945
1291;534
1292;606
1293;718
1294;343
1295;648
1296;1122
1297;1295
1298;320
1299;1284
1300;89
1301;249
1302;505
1303;394
1304;1131
1305;1184
1306;1167
1307;1135
1308;1035
1309;123
1310;880
1311;1270
1312;1193
1313;1300
1314;348
1315;349
1316;1295
1317;243
1318;767
1319;127
1320;413
1321;365
1322;670
1323;1045
1324;983
1325;165
1326;493
1327;119
1328;922
1329;1202
1330;365
1331;214
1332;338
1333;612
1334;774
1335;22
1336;293
1337;1317
1338;1297
1339;788
1340;298
1341;1218
1342;917
1343;1202
1344;1004
1345;418
1346;216
1347;521
1348;122
1349;295
1350;854
1351;601
1352;1117
1353;33
1354;975
1355;231
1356;885
1357;1063
1358;475
1359;1309
1360;1311
1361;387
1362;1133
1363;1167
1364;775
1365;609
1366;1294
1367;1128
1368;472
1369;491
1370;486
1371;175
1372;517
1373;1092
1374;411
1375;558
1376;25
1377;1117
1378;46
1379;292
1380;1084
1381;1163
1382;894
1383;243
1384;1233
1385;1143
1386;850
1387;786
1388;225
1389;283
1390;928
1391;211
1392;1387
1393;538
1394;20
1395;805
1396;700
1397;915
1398;584
1399;404
1400;632
1401;592
1402;942
1403;859
1404;736
1405;1093
1406;606
1407;429
1408;1064
1409;869
1410;321
1411;765
1412;162
1413;77
1414;462
1415;97
1416;73
1417;244
1418;27
1419;579
1420;190
1421;528
1422;861
1423;1141
1424;1386
1425;329
1426;1300
1427;1283
1428;802
1429;44
1430;29
1431;906
1432;1313
1433;993
1434;1298
1435;1242
1436;1425
1437;1032
1438;1214
1439;115
1440;32
1441;405
1442;444
1443;390
1444;1328
1445;665
1446;301
1447;1058
1448;241
1449;1116
1450;1357
1451;858
1452;1112
1453;106
1454;1379
1455;1447
1456;193
1457;1420
1458;83
1459;550
1460;496
1461;213
1462;249
1463;330
1464;557
1465;701
1466;782
1467;1004
1468;1248
1469;656
1470;1342
1471;991
1472;1024
1473;1218
1474;1399
1475;287
1476;1208
1477;410
1478;987
1479;390
1480;865
1481;851
1482;1078
1483;572
1484;911
1485;205
1486;1338
1487;1316
1488;116
1489;1464
1490;1334
1491;1142
1492;1004
1493;1277
1494;1227
1495;706
1496;998
1497;1302
1498;904
1499;57
1500;871
1501;138
1502;189
1503;1247
1504;902
1505;111
1506;57
1507;913
1508;570
1509;445
1510;363
1511;542
1512;1476
1513;886
1514;14
1515;85
1516;1028
1517;191
1518;475
1519;100
1520;347
1521;306
1522;587
1523;1092
1524;856
1525;810
1526;1017
1527;1503
1528;1422
1529;969
1530;178
1531;898
1532;1120
1533;926
1534;680
1535;1229
1536;1434
1537;1323
1538;575
1539;1292
1540;35
1541;316
1542;1517
1543;1279
1544;1536
1545;322
1546;1019
1547;819
1548;31
1549;12
1550;159
1551;1259
1552;148
1553;1426
1554;161
1555;551
1556;524
1557;635
1558;1415
1559;127
1560;286
1561;877
1562;490
1563;586
1564;392
1565;145
1566;357
1567;1224
1568;1197
1569;1350
1570;576
1571;1405
1572;398
1573;30
1574;555
1575;748
1576;1236
1577;1276
1578;402
1579;901
1580;692
1581;491
1582;1494
1583;1320
1584;660
1585;1338
1586;1356
1587;362
1588;929
1589;1270
1590;1527
1591;254
1592;499
1593;1032
1594;310
1595;1165
1596;1461
1597;944
1598;789
1599;1498
1600;1535
1601;385
1602;1112
1603;1276
1604;1479
1605;1282
1606;1254
1607;171
1608;592
1609;1019
1610;1305
1611;103
1612;236
1613;393
1614;313
1615;209
1616;1539
1617;385
1618;336
1619;962
1620;1463
1621;487
1622;180
1623;648
1624;1603
1625;1198
1626;914
1627;545
1628;1221
1629;1162
1630;107
1631;350
1632;483
1633;1368
1634;1397
1635;106
1636;973
1637;727
1638;986
1639;1528
1640;1081
1641;88
1642;174
1643;1131
1644;1357
1645;341
1646;925
1647;1118
1648;760
1649;232
1650;285
1651;1577
1652;379
1653;877
1654;846
1655;1119
1656;405
1657;1286
1658;280
1659;1030
1660;82
1661;1059
1662;1044
1663;1445
1664;138
1665;1464
1666;173
1667;651
1668;1613
1669;1546
1670;705
1671;1620
1672;103
1673;1382
1674;1181
1675;435
1676;1058
1677;1616
1678;1530
1679;1272
1680;1602
1681;1470
1682;307
1683;459
1684;299
1685;606
1686;1408
1687;299
1688;363
1689;226
1690;664
1691;1362
1692;109
1693;948
1694;1530
1695;943
1696;1314
1697;1120
1698;902
1699;100
1700;1613
1701;649
1702;325
1703;1276
1704;530
1705;1430
1706;934
1707;168
1708;442
1709;491
1710;1108
1711;1190
1712;928
1713;1002
1714;1558
1715;342
1716;630
1717;1351
1718;252
1719;419
1720;320
1721;1464
1722;1524
1723;1208
1724;1671
1725;1168
1726;324
1727;1069
1728;868
1729;673
1730;1582
1731;572
1732;1523
1733;784
1734;1193
1735;699
1736;1721
1737;631
1738;365
1739;859
1740;265
1741;471
1742;1662
1743;1733
1744;1413
1745;632
1746;33
1747;377
1748;1613
1749;480
1750;1654
1751;1533
1752;1378
1753;1497
1754;303
1755;1538
1756;1243
1757;572
1758;1321
1759;1588
1760;517
1761;973
1762;327
1763;751
1764;918
1765;650
1766;1748
1767;1364
1768;547
1769;248
1770;208
1771;1047
1772;1632
1773;1578
1774;659
1775;1494
1776;263
1777;519
1778;977
1779;1125
1780;1046
1781;1124
1782;302
1783;83
1784;540
1785;1276
1786;531
1787;849
1788;758
1789;926
1790;1555
1791;725
1792;1454
1793;132
1794;1607
1795;119
1796;949
1797;598
1798;1359
1799;1311
1800;1339
1801;1161
1802;591
1803;1525
1804;1385
1805;236
1806;1360
1807;1763
1808;1002
1809;571
1810;784
1811;412
1812;38
1813;1421
1814;1748
1815;89
1816;1800
1817;1286
1818;306
1819;1812
1820;183
1821;113
1822;350
1823;1217
1824;287
1825;542
1826;633
1827;464
1828;1127
1829;16
1830;1513
1831;685
1832;799
1833;1319
1834;384
1835;1104
1836;527
1837;1
1838;517
1839;1239
1840;517
1841;661
1842;188
1843;820
1844;984
1845;1002
1846;484
1847;815
1848;897
1849;796
1850;462
1851;1193
1852;273
1853;1803
1854;1557
1855;1350
1856;1744
1857;1061
1858;1118
1859;738
1860;209
1861;980
1862;79
1863;526
1864;917
1865;446
1866;1168
1867;604
1868;1005
1869;1105
1870;66
1871;931
1872;1121
1873;55
1874;690
1875;776
1876;29
1877;1655
1878;402
1879;1098
1880;852
1881;1474
1882;1658
1883;658
1884;918
1885;960
1886;617
1887;243
1888;1447
1889;306
1890;1514
1891;998
1892;374
1893;891
1894;619
1895;1409
1896;1636
1897;82
1898;1203
1899;331
1900;1088
1901;1758
1902;1388
1903;501
1904;1511
1905;1725
1906;1098
1907;919
1908;1138
1909;1135
1910;454
1911;428
1912;1338
1913;1742
1914;1367
1915;99
1916;626
1917;1318
1918;518
1919;1204
1920;106
1921;1525
1922;759
1923;342
1924;1253
1925;1559
1926;1378
1927;1242
1928;980
1929;1644
1930;544
1931;1377
1932;909
1933;50
1934;1270
1935;1853
1936;976
1937;1048
1938;602
1939;1689
1940;886
1941;1531
1942;1730
1943;1415
1944;559
1945;1556
1946;863
1947;49
1948;471
1949;416
1950;213
1951;1478
1952;648
1953;539
1954;1382
1955;987
1956;1256
1957;920
1958;1895
1959;576
1960;776
1961;1080
1962;480
1963;1467
1964;563
1965;72
1966;1951
1967;1914
1968;878
1969;566
1970;1099
1971;1250
1972;204
1973;1925
1974;1739
1975;1659
1976;1887
1977;1484
1978;976
1979;1234
1980;717
1981;1393
1982;1550
1983;1931
1984;1261
1985;1254
1986;684
1987;642
1988;164
1989;1501
1990;750
1991;1332
1992;1937
1993;502
1994;1268
1995;691
1996;483
1997;143
1998;988
1999;516
2000;1588
